sound,grating_freq,stimulus_start,correct_key,response,key_pressed,RTs,order,condition,task
820Hz.wav,6,1.3,h,1,h,0.5413821,2,1,1
820Hz.wav,6,0.9,h,1,h,0.4368399,0,1,1
820Hz.wav,2,1.3,l,1,l,0.41951,6,1,1
silence.wav,6,1.5,h,1,h,0.5409895,11,0,1
820Hz.wav,2,1.1,l,1,l,0.5066945,5,1,1
silence.wav,2,0.9,l,1,l,0.5067352,12,0,1
820Hz.wav,6,1.1,h,1,h,0.4191794,1,1,1
silence.wav,6,0.9,h,1,h,0.454293,8,0,1
silence.wav,2,1.1,l,1,l,0.5939852,13,0,1
silence.wav,2,1.5,l,1,l,0.367636,15,0,1
220Hz.wav,0,1.3,l,1,l,0.5759689,10,0,0
220Hz.wav,0,1.5,l,1,l,0.4888545,11,0,0
220Hz.wav,0,1.1,l,1,l,0.4891519,9,0,0
220Hz.wav,3,1.3,l,1,l,0.7507853,2,1,0
1440Hz.wav,3,1.1,h,1,h,0.5067911,5,1,0
1440Hz.wav,3,0.9,h,1,h,0.4547706,4,1,0
1440Hz.wav,0,1.1,h,1,h,0.4193439,13,0,0
220Hz.wav,3,1.1,l,1,l,0.4895593,1,1,0
220Hz.wav,3,0.9,l,1,l,0.4541546,0,1,0
220Hz.wav,3,1.5,l,1,l,0.4891891,3,1,0
1440Hz.wav,0,1.5,h,1,h,0.5242873,15,0,0
1440Hz.wav,0,1.3,h,1,h,0.4543946,14,0,0
1440Hz.wav,0,0.9,h,1,h,0.4713875,12,0,0
1440Hz.wav,3,1.5,h,1,h,0.5068861,7,1,0
220Hz.wav,0,0.9,l,1,l,0.5070846,8,0,0
1440Hz.wav,3,1.3,h,1,h,0.4718075,6,1,0
220Hz.wav,3,1.5,l,1,l,0.5059242,3,1,0
1440Hz.wav,3,1.5,h,1,h,0.6115365,7,1,0
1440Hz.wav,3,0.9,h,1,h,0.4714534,4,1,0
220Hz.wav,3,0.9,l,0,h,0.4888306,0,1,0
1440Hz.wav,3,1.1,h,1,h,0.7512342,5,1,0
220Hz.wav,0,1.3,l,1,l,0.5059337,10,0,0
1440Hz.wav,3,1.3,h,1,h,0.5237802,6,1,0
220Hz.wav,0,1.5,l,1,l,0.6462403,11,0,0
220Hz.wav,3,1.1,l,1,l,0.4194938,1,1,0
1440Hz.wav,0,0.9,h,1,h,0.6637744,12,0,0
1440Hz.wav,0,1.3,h,1,h,0.489027,14,0,0
220Hz.wav,0,1.1,l,1,l,0.6633297,9,0,0
1440Hz.wav,0,1.1,h,1,h,0.4713382,13,0,0
1440Hz.wav,0,1.5,h,1,h,0.4714911,15,0,0
220Hz.wav,0,0.9,l,1,l,0.627781,8,0,0
220Hz.wav,3,1.3,l,1,l,0.4015723,2,1,0
220Hz.wav,0,0.9,l,1,l,0.506353,8,0,0
1440Hz.wav,3,1.1,h,1,h,0.5588515,5,1,0
220Hz.wav,0,1.1,l,1,l,0.5071701,9,0,0
1440Hz.wav,3,1.3,h,1,h,0.4541921,6,1,0
1440Hz.wav,0,1.1,h,1,h,0.4541164,13,0,0
220Hz.wav,0,1.3,l,1,l,0.4888865,10,0,0
1440Hz.wav,3,0.9,h,1,h,0.5077947,4,1,0
1440Hz.wav,0,1.5,h,1,h,0.3849745,15,0,0
220Hz.wav,3,0.9,l,1,l,0.5238867,0,1,0
220Hz.wav,3,1.3,l,1,l,0.4370029,2,1,0
1440Hz.wav,3,1.5,h,1,h,0.4550516,7,1,0
220Hz.wav,0,1.5,l,0,h,0.453849,11,0,0
1440Hz.wav,0,0.9,h,1,h,0.6122168,12,0,0
220Hz.wav,3,1.5,l,1,l,0.4193329,3,1,0
220Hz.wav,3,1.1,l,1,l,0.4019947,1,1,0
1440Hz.wav,0,1.3,h,1,h,0.5241787,14,0,0
820Hz.wav,6,1.3,h,1,h,0.4019265,2,1,1
820Hz.wav,6,1.5,h,1,h,0.4022844,3,1,1
silence.wav,6,1.5,h,1,h,0.4372769,11,0,1
820Hz.wav,2,1.1,l,1,l,0.4543472,5,1,1
820Hz.wav,6,1.1,h,1,h,0.5764227,1,1,1
820Hz.wav,2,0.9,l,1,l,0.7372224,4,1,1
silence.wav,2,1.1,l,1,l,0.7161922,13,0,1
silence.wav,6,1.1,h,1,h,0.4533139,9,0,1
silence.wav,2,1.5,l,1,l,0.4030308,15,0,1
820Hz.wav,2,1.5,l,1,l,0.3667394,7,1,1
silence.wav,6,1.3,h,1,h,0.5765626,10,0,1
820Hz.wav,2,1.3,l,1,l,0.4357825,6,1,1
silence.wav,2,0.9,l,1,l,0.6112672,12,0,1
820Hz.wav,6,0.9,h,1,h,0.5765742,0,1,1
silence.wav,2,1.3,l,1,l,0.5486026,14,0,1
silence.wav,6,0.9,h,1,h,0.5011536,8,0,1
silence.wav,6,1.3,h,1,h,0.4029396,10,0,1
silence.wav,6,0.9,h,1,h,0.5245729,8,0,1
820Hz.wav,2,0.9,l,1,l,0.5243257,4,1,1
820Hz.wav,6,1.3,h,1,h,0.5240911,2,1,1
820Hz.wav,2,1.3,l,1,l,0.5063622,6,1,1
silence.wav,2,0.9,l,1,l,0.5939988,12,0,1
silence.wav,2,1.3,l,1,l,0.4422057,14,0,1
silence.wav,6,1.5,h,1,h,0.4889803,11,0,1
820Hz.wav,6,1.1,h,1,h,0.4597095,1,1,1
820Hz.wav,6,1.5,h,1,h,0.3498138,3,1,1
820Hz.wav,2,1.1,l,1,l,0.4890883,5,1,1
820Hz.wav,6,0.9,h,1,h,0.5763923,0,1,1
silence.wav,2,1.5,l,1,l,0.4892835,15,0,1
silence.wav,2,1.1,l,1,l,0.4372648,13,0,1
820Hz.wav,2,1.5,l,1,l,0.3853522,7,1,1
silence.wav,6,1.1,h,1,h,0.454891,9,0,1
820Hz.wav,2,0.9,l,0,h,0.6462059,4,1,1
820Hz.wav,6,0.9,h,1,h,0.4875857,0,1,1
820Hz.wav,2,1.1,l,1,l,0.4903501,5,1,1
silence.wav,6,1.3,h,1,h,0.5247476,10,0,1
820Hz.wav,6,1.3,h,1,h,0.5064248,2,1,1
820Hz.wav,6,1.5,h,1,h,0.402315,3,1,1
820Hz.wav,2,1.5,l,1,l,0.4190449,7,1,1
silence.wav,6,1.5,h,1,h,0.4891679,11,0,1
silence.wav,2,1.3,l,1,l,0.4892621,14,0,1
silence.wav,2,1.5,l,1,l,0.454576,15,0,1
silence.wav,6,0.9,h,1,h,0.6808973,8,0,1
silence.wav,2,0.9,l,1,l,0.6929866,12,0,1
820Hz.wav,2,1.3,l,1,l,0.6811716,6,1,1
820Hz.wav,6,1.1,h,1,h,0.6289776,1,1,1
silence.wav,2,1.1,l,1,l,0.6984418,13,0,1
silence.wav,6,1.1,h,1,h,0.5759327,9,0,1
