sound,grating_freq,stimulus_start,correct_key,response,key_pressed,RTs,order,condition,task
820Hz.wav,6,0.9,h,1,'h',0.437496603,38,1,1
820Hz.wav,6,1.1,h,1,'h',0.416444242,36,1,1
820Hz.wav,6,1.3,h,1,'h',0.249392837,10,1,1
820Hz.wav,6,1.5,h,1,'h',0.351627588,24,1,1
820Hz.wav,2,0.9,l,1,'l',0.421553612,25,1,1
820Hz.wav,2,1.1,l,0,'h',0.241585702,14,1,1
820Hz.wav,2,1.3,l,1,'l',0.308902413,46,1,1
820Hz.wav,2,1.5,l,1,'l',0.287576407,40,1,1
silence.wav,6,0.9,h,1,'h',0.353022754,11,0,1
silence.wav,6,1.1,h,1,'h',0.539423525,34,0,1
silence.wav,6,1.3,h,1,'h',0.410152912,26,0,1
silence.wav,6,1.5,h,1,'h',0.353772283,45,0,1
silence.wav,2,0.9,l,1,'l',0.360299438,39,0,1
silence.wav,2,1.1,l,1,'l',0.44309172,43,0,1
silence.wav,2,1.3,l,1,'l',0.395261467,9,0,1
silence.wav,2,1.5,l,1,'l',0.491152734,19,0,1
820Hz.wav,6,0.9,h,0,'l',0.416538984,17,1,1
820Hz.wav,6,1.1,h,1,'h',0.467079699,44,1,1
820Hz.wav,6,1.3,h,1,'h',0.447188288,4,1,1
820Hz.wav,6,1.5,h,1,'h',0.539422631,6,1,1
820Hz.wav,2,0.9,l,1,'l',0.508226871,20,1,1
820Hz.wav,2,1.1,l,1,'l',0.447350353,33,1,1
820Hz.wav,2,1.3,l,0,'h',0.238714203,16,1,1
820Hz.wav,2,1.5,l,0,'h',0.323737681,37,1,1
silence.wav,6,0.9,h,1,'h',0.425524026,8,0,1
silence.wav,6,1.1,h,1,'h',0.447223604,30,0,1
silence.wav,6,1.3,h,0,'l',0.466881216,2,0,1
silence.wav,6,1.5,h,1,'h',0.415082812,29,0,1
silence.wav,2,0.9,l,1,'l',0.356462747,15,0,1
silence.wav,2,1.1,l,1,'l',0.396415263,21,0,1
silence.wav,2,1.3,l,1,'l',0.405575186,42,0,1
silence.wav,2,1.5,l,1,'l',0.456217051,12,0,1
820Hz.wav,6,0.9,h,1,'h',0.46158272,7,1,1
820Hz.wav,6,1.1,h,1,'h',0.431982249,23,1,1
820Hz.wav,6,1.3,h,1,'h',0.308456421,35,1,1
820Hz.wav,6,1.5,h,1,'h',0.408665448,27,1,1
820Hz.wav,2,0.9,l,0,'h',0.4036735,1,1,1
820Hz.wav,2,1.1,l,1,'l',0.379667073,5,1,1
820Hz.wav,2,1.3,l,0,'h',0.253353208,22,1,1
820Hz.wav,2,1.5,l,1,'l',0.300867528,41,1,1
silence.wav,6,0.9,h,1,'h',0.564033568,18,0,1
silence.wav,6,1.1,h,1,'h',0.562587202,3,0,1
silence.wav,6,1.3,h,1,'h',0.359990358,32,0,1
silence.wav,6,1.5,h,1,'h',0.366492718,28,0,1
silence.wav,2,0.9,l,1,'l',0.454161644,47,0,1
silence.wav,2,1.1,l,1,'l',0.343012661,31,0,1
silence.wav,2,1.3,l,1,'l',0.294668615,13,0,1
silence.wav,2,1.5,l,1,'l',0.46323365,0,0,1
220Hz.wav,3,0.9,l,1,'l',0.38396731,29,1,0
220Hz.wav,3,1.1,l,1,'l',0.308398247,8,1,0
220Hz.wav,3,1.3,l,0,'h',0.281263173,42,1,0
220Hz.wav,3,1.5,l,1,'l',0.371026665,5,1,0
1440Hz.wav,3,0.9,h,1,'h',0.333250761,44,1,0
1440Hz.wav,3,1.1,h,1,'h',0.521916747,1,1,0
1440Hz.wav,3,1.3,h,1,'h',0.271399707,26,1,0
1440Hz.wav,3,1.5,h,1,'h',0.24686946,11,1,0
220Hz.wav,0,0.9,l,1,'l',0.543607891,0,0,0
220Hz.wav,0,1.1,l,1,'l',0.404116482,6,0,0
220Hz.wav,0,1.3,l,1,'l',0.318563968,16,0,0
220Hz.wav,0,1.5,l,1,'l',0.413361251,7,0,0
1440Hz.wav,0,0.9,h,1,'h',0.373059869,2,0,0
1440Hz.wav,0,1.1,h,1,'h',0.423126549,35,0,0
1440Hz.wav,0,1.3,h,1,'h',0.310696244,10,0,0
1440Hz.wav,0,1.5,h,1,'h',0.428370178,4,0,0
220Hz.wav,3,0.9,l,1,'l',0.414870948,38,1,0
220Hz.wav,3,1.1,l,1,'l',0.267286718,20,1,0
220Hz.wav,3,1.3,l,1,'l',0.375163823,15,1,0
220Hz.wav,3,1.5,l,1,'l',0.542376041,31,1,0
1440Hz.wav,3,0.9,h,1,'h',0.342553288,3,1,0
1440Hz.wav,3,1.1,h,1,'h',0.288609564,9,1,0
1440Hz.wav,3,1.3,h,1,'h',0.528325677,28,1,0
1440Hz.wav,3,1.5,h,0,'l',0.421998054,30,1,0
220Hz.wav,0,0.9,l,1,'l',0.282716483,19,0,0
220Hz.wav,0,1.1,l,1,'l',0.305028021,36,0,0
220Hz.wav,0,1.3,l,1,'l',0.341248363,40,0,0
220Hz.wav,0,1.5,l,1,'l',0.359156013,27,0,0
1440Hz.wav,0,0.9,h,1,'h',0.407590032,32,0,0
1440Hz.wav,0,1.1,h,1,'h',0.341885239,34,0,0
1440Hz.wav,0,1.3,h,1,'h',0.292941362,21,0,0
1440Hz.wav,0,1.5,h,1,'h',0.20268254,37,0,0
220Hz.wav,3,0.9,l,1,'l',0.297611296,17,1,0
220Hz.wav,3,1.1,l,1,'l',0.388103426,39,1,0
220Hz.wav,3,1.3,l,1,'l',0.30412668,41,1,0
220Hz.wav,3,1.5,l,1,'l',0.306285352,14,1,0
1440Hz.wav,3,0.9,h,1,'h',0.304413527,12,1,0
1440Hz.wav,3,1.1,h,1,'h',0.331111372,47,1,0
1440Hz.wav,3,1.3,h,1,'h',0.238335624,22,1,0
1440Hz.wav,3,1.5,h,1,'h',0.330933452,25,1,0
220Hz.wav,0,0.9,l,1,'l',0.358872235,43,0,0
220Hz.wav,0,1.1,l,1,'l',0.312459677,18,0,0
220Hz.wav,0,1.3,l,1,'l',0.243089855,13,0,0
220Hz.wav,0,1.5,l,1,'l',0.405857116,33,0,0
1440Hz.wav,0,0.9,h,1,'h',0.291227102,24,0,0
1440Hz.wav,0,1.1,h,1,'h',0.300831318,46,0,0
1440Hz.wav,0,1.3,h,1,'h',0.34590891,23,0,0
1440Hz.wav,0,1.5,h,1,'h',0.295089483,45,0,0
820Hz.wav,6,0.9,h,1,'h',0.523114383,27,1,1
820Hz.wav,6,1.1,h,1,'h',0.437376112,15,1,1
820Hz.wav,6,1.3,h,0,'l',0.244043335,44,1,1
820Hz.wav,6,1.5,h,1,'h',0.434954196,19,1,1
820Hz.wav,2,0.9,l,1,'l',0.459667832,12,1,1
820Hz.wav,2,1.1,l,0,'h',0.265681893,37,1,1
820Hz.wav,2,1.3,l,1,'l',0.286025405,22,1,1
820Hz.wav,2,1.5,l,1,'l',0.42462647,1,1,1
silence.wav,6,0.9,h,0,'l',0.366562128,47,0,1
silence.wav,6,1.1,h,1,'h',0.444063842,21,0,1
silence.wav,6,1.3,h,1,'h',0.304824024,24,0,1
silence.wav,6,1.5,h,1,'h',0.328980058,46,0,1
silence.wav,2,0.9,l,0,'h',0.281532019,39,0,1
silence.wav,2,1.1,l,1,'l',0.357540816,8,0,1
silence.wav,2,1.3,l,1,'l',0.401742458,14,0,1
silence.wav,2,1.5,l,1,'l',0.274965435,32,0,1
820Hz.wav,6,0.9,h,1,'h',0.24492532,45,1,1
820Hz.wav,6,1.1,h,1,'h',0.412061781,42,1,1
820Hz.wav,6,1.3,h,0,'l',0.279918253,34,1,1
820Hz.wav,6,1.5,h,1,'h',0.41332382,2,1,1
820Hz.wav,2,0.9,l,1,'l',0.39447993,3,1,1
820Hz.wav,2,1.1,l,1,'l',0.499327332,10,1,1
820Hz.wav,2,1.3,l,1,'l',0.457188696,17,1,1
820Hz.wav,2,1.5,l,1,'l',0.4806059,9,1,1
silence.wav,6,0.9,h,0,'l',0.274296254,40,0,1
silence.wav,6,1.1,h,1,'h',0.491093248,13,0,1
silence.wav,6,1.3,h,1,'h',0.309786201,29,0,1
silence.wav,6,1.5,h,1,'h',0.339029521,31,0,1
silence.wav,2,0.9,l,1,'l',0.375438869,35,0,1
silence.wav,2,1.1,l,1,'l',0.383903086,23,0,1
silence.wav,2,1.3,l,1,'l',0.313984096,25,0,1
silence.wav,2,1.5,l,1,'l',0.402284712,11,0,1
820Hz.wav,6,0.9,h,1,'h',0.379401445,26,1,1
820Hz.wav,6,1.1,h,1,'h',0.31429106,38,1,1
820Hz.wav,6,1.3,h,1,'h',0.5887447,0,1,1
820Hz.wav,6,1.5,h,1,'h',0.409726918,18,1,1
820Hz.wav,2,0.9,l,1,'l',0.387867123,6,1,1
820Hz.wav,2,1.1,l,1,'l',0.401047885,16,1,1
820Hz.wav,2,1.3,l,1,'l',0.348452121,7,1,1
