sound,grating_freq,stimulus_start,correct_key,response,key_pressed,RTs,order,condition,task
220Hz.wav,3,1.1,l,1,l,0.4212191,1,1,0
220Hz.wav,0,1.5,l,1,l,0.6817412,11,0,0
220Hz.wav,0,1.1,l,1,l,0.5415068,9,0,0
220Hz.wav,3,0.9,l,1,l,0.4547106,0,1,0
1440Hz.wav,0,1.1,h,1,h,0.6476658,13,0,0
1440Hz.wav,3,1.3,h,1,h,0.524582,6,1,0
1440Hz.wav,0,1.3,h,1,h,0.4724309,14,0,0
220Hz.wav,0,0.9,l,1,l,0.593937,8,0,0
1440Hz.wav,0,1.5,h,1,h,0.856777,15,0,0
1440Hz.wav,3,1.5,h,1,h,0.6824218,7,1,0
1440Hz.wav,3,1.1,h,1,h,0.5076606,5,1,0
220Hz.wav,3,1.3,l,1,l,0.4723208,2,1,0
1440Hz.wav,3,0.9,h,1,h,0.6118135,4,1,0
220Hz.wav,3,1.5,l,1,l,0.4378325,3,1,0
220Hz.wav,0,1.3,l,1,l,0.4568196,10,0,0
1440Hz.wav,0,0.9,h,1,h,0.4917869,12,0,0
1440Hz.wav,3,1.3,h,0,l,0.5957835,6,1,0
1440Hz.wav,0,1.1,h,1,h,0.7171654,13,0,0
1440Hz.wav,3,1.5,h,1,h,0.4201727,7,1,0
220Hz.wav,3,1.5,l,1,l,0.5232408,3,1,0
220Hz.wav,0,1.5,l,1,l,0.4901595,11,0,0
220Hz.wav,3,0.9,l,1,l,0.473454,0,1,0
220Hz.wav,3,1.3,l,1,l,0.4015939,2,1,0
220Hz.wav,0,1.3,l,1,l,0.4364079,10,0,0
1440Hz.wav,0,1.5,h,1,h,0.508367,15,0,0
1440Hz.wav,3,1.1,h,1,h,0.4547591,5,1,0
1440Hz.wav,3,0.9,h,1,h,0.387103,4,1,0
220Hz.wav,0,0.9,l,1,l,0.4735162,8,0,0
220Hz.wav,3,1.1,l,1,l,0.4027412,1,1,0
1440Hz.wav,0,0.9,h,1,h,0.8033643,12,0,0
220Hz.wav,0,1.1,l,1,l,0.4358015,9,0,0
1440Hz.wav,0,1.3,h,1,h,0.6122097,14,0,0
1440Hz.wav,3,1.3,h,1,h,0.6125964,6,1,0
220Hz.wav,3,0.9,l,1,l,0.4711717,0,1,0
220Hz.wav,3,1.3,l,1,l,0.5258031,2,1,0
1440Hz.wav,0,0.9,h,1,h,0.3668574,12,0,0
220Hz.wav,0,1.1,l,1,l,0.5608566,9,0,0
220Hz.wav,3,1.1,l,1,l,0.3511368,1,1,0
1440Hz.wav,3,1.1,h,1,h,0.4885198,5,1,0
1440Hz.wav,3,1.5,h,1,h,0.5950952,7,1,0
1440Hz.wav,0,1.3,h,1,h,0.4723364,14,0,0
1440Hz.wav,0,1.1,h,1,h,0.3508359,13,0,0
220Hz.wav,0,1.3,l,1,l,0.4548987,10,0,0
1440Hz.wav,0,1.5,h,1,h,0.4557013,15,0,0
220Hz.wav,0,1.5,l,1,l,0.5069396,11,0,0
220Hz.wav,0,0.9,l,1,l,0.5777869,8,0,0
1440Hz.wav,3,0.9,h,1,h,0.4187814,4,1,0
220Hz.wav,3,1.5,l,1,l,0.4204918,3,1,0
1440Hz.wav,3,1.1,h,1,h,0.5085377,5,1,0
220Hz.wav,0,1.5,l,1,l,0.4935538,11,0,0
220Hz.wav,0,1.3,l,1,l,0.509058,10,0,0
1440Hz.wav,0,0.9,h,1,h,0.7513716,12,0,0
220Hz.wav,3,0.9,l,1,l,0.3702313,0,1,0
1440Hz.wav,0,1.5,h,1,h,0.5082554,15,0,0
220Hz.wav,0,0.9,l,1,l,0.7869966,8,0,0
220Hz.wav,3,1.5,l,1,l,0.5610654,3,1,0
1440Hz.wav,3,0.9,h,1,h,0.9087036,4,1,0
1440Hz.wav,0,1.1,h,1,h,0.5433278,13,0,0
220Hz.wav,0,1.1,l,1,l,0.6462692,9,0,0
220Hz.wav,3,1.3,l,0,h,0.4368335,2,1,0
1440Hz.wav,3,1.5,h,1,h,0.6839476,7,1,0
220Hz.wav,3,1.1,l,1,l,0.5579131,1,1,0
1440Hz.wav,3,1.3,h,1,h,0.5238191,6,1,0
1440Hz.wav,0,1.3,h,1,h,0.5597944,14,0,0
silence.wav,2,1.3,l,1,l,0.5609576,14,0,1
820Hz.wav,2,0.9,l,1,l,0.4886904,4,1,1
silence.wav,2,1.5,l,1,l,0.4564413,15,0,1
820Hz.wav,2,1.3,l,1,l,0.3667531,6,1,1
silence.wav,2,0.9,l,1,l,0.4547536,12,0,1
silence.wav,6,0.9,h,1,h,0.3157322,8,0,1
silence.wav,6,1.5,h,1,h,0.4193731,11,0,1
820Hz.wav,6,1.1,h,1,h,0.6830998,1,1,1
silence.wav,6,1.3,h,1,h,0.3327446,10,0,1
820Hz.wav,2,1.1,l,1,l,0.3495005,5,1,1
820Hz.wav,6,1.5,h,1,h,0.4027555,3,1,1
silence.wav,2,1.1,l,1,l,0.437545,13,0,1
820Hz.wav,2,1.5,l,1,l,0.4725346,7,1,1
silence.wav,6,1.1,h,1,h,0.4728365,9,0,1
820Hz.wav,6,0.9,h,1,h,0.5249848,0,1,1
820Hz.wav,6,1.3,h,1,h,0.3843513,2,1,1
820Hz.wav,2,1.3,l,1,l,0.4371853,6,1,1
820Hz.wav,6,0.9,h,1,h,0.4894705,0,1,1
silence.wav,2,1.3,l,1,l,0.4902146,14,0,1
820Hz.wav,2,0.9,l,1,l,0.4379875,4,1,1
silence.wav,2,1.1,l,1,l,0.4014482,13,0,1
820Hz.wav,2,1.5,l,1,l,0.4218143,7,1,1
silence.wav,2,1.5,l,1,l,0.4029247,15,0,1
silence.wav,2,0.9,l,1,l,0.4195231,12,0,1
silence.wav,6,1.5,h,1,h,0.4026719,11,0,1
820Hz.wav,6,1.1,h,1,h,0.5418781,1,1,1
silence.wav,6,1.1,h,1,h,0.3846785,9,0,1
820Hz.wav,6,1.3,h,1,h,0.4353394,2,1,1
silence.wav,6,0.9,h,1,h,0.3859767,8,0,1
820Hz.wav,6,1.5,h,1,h,0.4033892,3,1,1
820Hz.wav,2,1.1,l,1,l,0.5078826,5,1,1
silence.wav,6,1.3,h,1,h,0.3663705,10,0,1
820Hz.wav,6,1.5,h,1,h,0.4197507,3,1,1
silence.wav,6,1.3,h,1,h,0.3668842,10,0,1
silence.wav,2,1.1,l,1,l,0.472911,13,0,1
820Hz.wav,2,0.9,l,1,l,0.45575,4,1,1
820Hz.wav,2,1.1,l,1,l,0.3674749,5,1,1
silence.wav,2,1.3,l,1,l,0.4029897,14,0,1
820Hz.wav,2,1.5,l,1,l,0.4362584,7,1,1
820Hz.wav,2,1.3,l,1,l,0.6303985,6,1,1
820Hz.wav,6,0.9,h,1,h,0.5599121,0,1,1
silence.wav,2,0.9,l,1,l,0.5068814,12,0,1
820Hz.wav,6,1.1,h,1,h,0.4207858,1,1,1
silence.wav,6,1.5,h,1,h,0.4206985,11,0,1
silence.wav,6,1.1,h,1,h,0.576338,9,0,1
820Hz.wav,6,1.3,h,1,h,0.4898765,2,1,1
silence.wav,6,0.9,h,1,h,0.7357382,8,0,1
silence.wav,2,1.5,l,1,l,0.4725438,15,0,1
