sound,grating_freq,stimulus_start,correct_key,response,key_pressed,RTs,order,condition,task
220Hz.wav,3,1.5,l,1,'l',0.330554098,18,1,0
1440Hz.wav,3,0.9,h,1,'h',0.41598931,31,1,0
1440Hz.wav,3,1.1,h,1,'h',0.763678014,45,1,0
1440Hz.wav,3,1.3,h,1,'h',0.304933101,7,1,0
1440Hz.wav,3,1.5,h,0,'l',0.504316509,39,1,0
220Hz.wav,0,0.9,l,1,'l',0.48889339,37,0,0
220Hz.wav,0,1.1,l,1,'l',0.423933893,34,0,0
220Hz.wav,0,1.3,l,1,'l',0.342708796,30,0,0
220Hz.wav,0,1.5,l,1,'l',0.261287898,25,0,0
1440Hz.wav,0,0.9,h,1,'h',0.352367491,9,0,0
1440Hz.wav,0,1.1,h,1,'h',0.2671009,16,0,0
1440Hz.wav,0,1.3,h,1,'h',0.298474103,26,0,0
1440Hz.wav,0,1.5,h,1,'h',0.367222309,6,0,0
220Hz.wav,3,0.9,l,1,'l',0.406679988,42,1,0
220Hz.wav,3,1.1,l,1,'l',0.523566902,2,1,0
220Hz.wav,3,1.3,l,1,'l',0.213880196,24,1,0
220Hz.wav,3,1.5,l,1,'l',0.367659211,32,1,0
1440Hz.wav,3,0.9,h,1,'h',0.720448613,1,1,0
1440Hz.wav,3,1.1,h,1,'h',0.581997573,38,1,0
1440Hz.wav,3,1.3,h,1,'h',0.215839893,21,1,0
1440Hz.wav,3,1.5,h,0,'l',0.270326614,36,1,0
220Hz.wav,0,0.9,l,1,'l',0.338153511,14,0,0
220Hz.wav,0,1.1,l,1,'l',0.476768792,0,0,0
220Hz.wav,0,1.3,l,1,'l',0.422943085,3,0,0
220Hz.wav,0,1.5,l,0,'h',0.365120202,29,0,0
1440Hz.wav,0,0.9,h,1,'h',0.261103302,27,0,0
1440Hz.wav,0,1.1,h,1,'h',0.288996696,10,0,0
1440Hz.wav,0,1.3,h,1,'h',0.38476029,33,0,0
1440Hz.wav,0,1.5,h,1,'h',0.428442091,47,0,0
220Hz.wav,3,0.9,l,1,'l',0.292698085,41,1,0
220Hz.wav,3,1.1,l,1,'l',0.539186597,40,1,0
220Hz.wav,3,1.3,l,1,'l',0.423102885,35,1,0
220Hz.wav,3,1.5,l,1,'l',0.478854388,46,1,0
1440Hz.wav,3,0.9,h,1,'h',0.380793512,4,1,0
1440Hz.wav,3,1.1,h,1,'h',0.3599087,12,1,0
1440Hz.wav,3,1.3,h,1,'h',0.412263602,15,1,0
1440Hz.wav,3,1.5,h,0,'l',0.304068208,43,1,0
220Hz.wav,0,0.9,l,1,'l',0.290147901,23,0,0
220Hz.wav,0,1.1,l,1,'l',0.77864188,44,0,0
220Hz.wav,0,1.3,l,1,'l',0.303886294,22,0,0
220Hz.wav,0,1.5,l,1,'l',0.317389488,11,0,0
1440Hz.wav,0,0.9,h,1,'h',0.419895709,19,0,0
1440Hz.wav,0,1.1,h,1,'h',0.348924011,5,0,0
1440Hz.wav,0,1.3,h,1,'h',0.250788301,20,0,0
1440Hz.wav,0,1.5,h,1,'h',0.252190888,8,0,0
820Hz.wav,6,0.9,h,1,'h',0.57409519,18,1,1
820Hz.wav,6,1.1,h,1,'h',0.331784487,27,1,1
820Hz.wav,6,1.3,h,0,'l',0.494116813,12,1,1
820Hz.wav,6,1.5,h,1,'h',0.400945187,30,1,1
820Hz.wav,2,0.9,l,1,'l',0.43394199,25,1,1
820Hz.wav,2,1.1,l,1,'l',0.396508008,38,1,1
820Hz.wav,2,1.3,l,0,'h',0.318368196,3,1,1
820Hz.wav,2,1.5,l,1,'l',0.46335119,15,1,1
silence.wav,6,0.9,h,1,'h',0.437736899,28,0,1
silence.wav,6,1.1,h,1,'h',0.41666019,43,0,1
silence.wav,6,1.3,h,1,'h',0.316910207,6,0,1
silence.wav,6,1.5,h,1,'h',0.432756513,31,0,1
silence.wav,2,0.9,l,1,'l',0.574399114,32,0,1
silence.wav,2,1.1,l,0,'h',0.465829909,17,0,1
silence.wav,2,1.3,l,1,'l',0.45408991,21,0,1
silence.wav,2,1.5,l,1,'l',0.50831759,29,0,1
820Hz.wav,6,0.9,h,1,'h',0.699366212,1,1,1
820Hz.wav,6,1.1,h,1,'h',0.56017369,4,1,1
820Hz.wav,6,1.3,h,1,'h',0.355949402,22,1,1
820Hz.wav,6,1.5,h,0,'l',0.341023505,41,1,1
820Hz.wav,2,0.9,l,1,'l',0.321206897,40,1,1
820Hz.wav,2,1.1,l,1,'l',0.459064305,13,1,1
820Hz.wav,2,1.3,l,1,'l',0.464222699,7,1,1
820Hz.wav,2,1.5,l,1,'l',0.547142684,5,1,1
silence.wav,6,0.9,h,1,'h',0.370763302,9,0,1
silence.wav,6,1.1,h,1,'h',0.452358693,16,0,1
silence.wav,6,1.3,h,1,'h',0.629440129,0,0,1
silence.wav,6,1.5,h,1,'h',0.288080394,33,0,1
silence.wav,2,0.9,l,1,'l',0.611256301,24,0,1
silence.wav,2,1.1,l,0,'h',0.415379703,44,0,1
silence.wav,2,1.3,l,1,'l',0.488120705,26,0,1
silence.wav,2,1.5,l,1,'l',0.34062171,11,0,1
820Hz.wav,6,0.9,h,1,'h',0.501251817,46,1,1
820Hz.wav,6,1.1,h,1,'h',0.440064609,2,1,1
820Hz.wav,6,1.3,h,1,'h',0.534529388,42,1,1
820Hz.wav,6,1.5,h,1,'h',0.561381221,47,1,1
820Hz.wav,2,0.9,l,1,'l',0.494110107,19,1,1
820Hz.wav,2,1.1,l,1,'l',0.427655309,39,1,1
820Hz.wav,2,1.3,l,1,'l',0.352148592,36,1,1
820Hz.wav,2,1.5,l,1,'l',0.465058804,14,1,1
silence.wav,6,0.9,h,1,'h',0.428788185,8,0,1
silence.wav,6,1.1,h,0,'l',0.398052514,45,0,1
silence.wav,6,1.3,h,0,'l',0.4291794,23,0,1
silence.wav,6,1.5,h,1,'h',0.396041006,10,0,1
silence.wav,2,0.9,l,0,'h',0.458935499,34,0,1
silence.wav,2,1.1,l,0,'h',0.392143607,35,0,1
silence.wav,2,1.3,l,1,'l',0.521588802,37,0,1
silence.wav,2,1.5,l,1,'l',0.523314595,20,0,1
